;A;B;C;DR;freq;AA;BB;CC;DDR
3758;31;7;16;8;6,90E-14;A31;B7;C16;DR8
3759;31;7;7;11;0,000111357;A31;B7;C7;DR11
3760;31;7;7;13;4,96E-05;A31;B7;C7;DR13
3761;31;7;7;15;0,000190783;A31;B7;C7;DR15
3762;31;7;7;16;4,03E-06;A31;B7;C7;DR16
3763;31;7;7;3;2,26E-05;A31;B7;C7;DR3
3764;31;8;12;3;1,36E-05;A31;B8;C12;DR3
3765;31;8;7;11;1,42E-05;A31;B8;C7;DR11
3766;31;8;7;12;1,71E-05;A31;B8;C7;DR12
3767;31;8;7;3;0,000243571;A31;B8;C7;DR3
3768;31;8;7;4;7,90E-05;A31;B8;C7;DR4
3769;31;8;7;7;4,70E-05;A31;B8;C7;DR7
3770;32;13;6;11;2,99E-05;A32;B13;C6;DR11
3771;32;13;6;12;1,09E-05;A32;B13;C6;DR12
3772;32;13;6;4;2,79E-05;A32;B13;C6;DR4
3773;32;13;6;7;0,000361402;A32;B13;C6;DR7
3774;32;14;15;1;0,000189025;A32;B14;C15;DR1
3775;32;14;2;1;2,97E-05;A32;B14;C2;DR1
3776;32;14;5;1;1,34E-05;A32;B14;C5;DR1
3777;32;14;6;4;1,32E-05;A32;B14;C6;DR4
3778;32;14;8;1;0,001556879;A32;B14;C8;DR1
3779;32;14;8;10;0,000646026;A32;B14;C8;DR10
3780;32;14;8;11;0,000159049;A32;B14;C8;DR11
3781;32;14;8;12;8,39E-05;A32;B14;C8;DR12
3782;32;14;8;13;0,000515038;A32;B14;C8;DR13
3783;32;14;8;14;3,88E-05;A32;B14;C8;DR14
3784;32;14;8;15;5,50E-05;A32;B14;C8;DR15
3785;32;14;8;3;0,000489727;A32;B14;C8;DR3
3786;32;14;8;4;2,59E-05;A32;B14;C8;DR4
3787;32;14;8;7;0,0035199;A32;B14;C8;DR7
3788;32;15;1;11;1,11E-05;A32;B15;C1;DR11
3789;32;15;14;10;1,66E-05;A32;B15;C14;DR10
3790;32;15;14;12;8,08E-08;A32;B15;C14;DR12
3791;32;15;14;16;1,32E-05;A32;B15;C14;DR16
3792;32;15;2;10;1,21E-05;A32;B15;C2;DR10
3793;32;15;2;8;1,31E-05;A32;B15;C2;DR8
3794;32;15;3;1;0,000425583;A32;B15;C3;DR1
3795;32;15;3;11;0,00015715;A32;B15;C3;DR11
3796;32;15;3;12;9,36E-05;A32;B15;C3;DR12
3797;32;15;3;13;0,000517003;A32;B15;C3;DR13
3798;32;15;3;14;0,000175588;A32;B15;C3;DR14
3799;32;15;3;3;7,06E-06;A32;B15;C3;DR3
3800;32;15;3;4;0,000172573;A32;B15;C3;DR4
3801;32;15;3;7;0,000107031;A32;B15;C3;DR7
3802;32;15;3;9;2,68E-05;A32;B15;C3;DR9
3803;32;15;5;1;7,45E-05;A32;B15;C5;DR1
3804;32;15;7;12;4,68E-11;A32;B15;C7;DR12
3805;32;15;7;13;0,00042903;A32;B15;C7;DR13
3806;32;15;7;15;1,52E-05;A32;B15;C7;DR15
3807;32;15;7;16;0,000101907;A32;B15;C7;DR16
3808;32;15;7;8;1,59E-05;A32;B15;C7;DR8
3809;32;18;12;11;3,97E-05;A32;B18;C12;DR11
3810;32;18;12;15;0,000131774;A32;B18;C12;DR15
3811;32;18;12;8;1,30E-05;A32;B18;C12;DR8
3812;32;18;2;13;5,07E-05;A32;B18;C2;DR13
3813;32;18;3;3;1,32E-05;A32;B18;C3;DR3
3814;32;18;4;8;1,34E-05;A32;B18;C4;DR8
3815;32;18;5;3;6,78E-05;A32;B18;C5;DR3
3816;32;18;5;4;1,33E-05;A32;B18;C5;DR4
3817;32;18;7;11;0,000141613;A32;B18;C7;DR11
3818;32;18;7;13;2,94E-05;A32;B18;C7;DR13
3819;32;18;7;14;1,39E-05;A32;B18;C7;DR14
3820;32;18;7;3;1,22E-05;A32;B18;C7;DR3
3821;32;27;1;1;0,000768092;A32;B27;C1;DR1
3822;32;27;1;11;0,000226155;A32;B27;C1;DR11
3823;32;27;1;12;1,86E-05;A32;B27;C1;DR12
3824;32;27;1;13;2,18E-05;A32;B27;C1;DR13
3825;32;27;1;3;1,25E-05;A32;B27;C1;DR3
3826;32;27;1;4;0,000147073;A32;B27;C1;DR4
3827;32;27;1;7;5,23E-05;A32;B27;C1;DR7
3828;32;27;1;8;0,000311218;A32;B27;C1;DR8
3829;32;27;15;12;1,32E-05;A32;B27;C15;DR12
3830;32;27;15;13;1,37E-05;A32;B27;C15;DR13
3831;32;27;15;3;0,000133474;A32;B27;C15;DR3
3832;32;27;15;7;1,10E-07;A32;B27;C15;DR7
3833;32;27;2;1;5,89E-05;A32;B27;C2;DR1
3834;32;27;2;11;9,76E-05;A32;B27;C2;DR11
3835;32;27;2;13;8,64E-05;A32;B27;C2;DR13
3836;32;27;2;15;2,26E-05;A32;B27;C2;DR15
3837;32;27;2;3;0,000403939;A32;B27;C2;DR3
3838;32;27;2;4;0,000315269;A32;B27;C2;DR4
3839;32;27;2;8;8,89E-06;A32;B27;C2;DR8
3840;32;27;2;9;3,63E-05;A32;B27;C2;DR9
3841;32;27;6;11;4,77E-05;A32;B27;C6;DR11
3842;32;27;6;3;6,72E-06;A32;B27;C6;DR3
3843;32;27;6;4;1,50E-05;A32;B27;C6;DR4
3844;32;27;6;7;0,000557405;A32;B27;C6;DR7
3845;32;27;7;8;5,26E-05;A32;B27;C7;DR8
3846;32;35;12;11;1,88E-05;A32;B35;C12;DR11
3847;32;35;12;13;3,85E-05;A32;B35;C12;DR13
3848;32;35;12;14;0,000129221;A32;B35;C12;DR14
3849;32;35;12;15;1,94E-05;A32;B35;C12;DR15
3850;32;35;12;4;2,92E-05;A32;B35;C12;DR4
3851;32;35;14;13;1,32E-05;A32;B35;C14;DR13
3852;32;35;16;11;4,27E-05;A32;B35;C16;DR11
3853;32;35;2;10;1,32E-05;A32;B35;C2;DR10
3854;32;35;3;1;1,06E-05;A32;B35;C3;DR1
3855;32;35;4;1;0,000281344;A32;B35;C4;DR1
3856;32;35;4;10;5,60E-05;A32;B35;C4;DR10
3857;32;35;4;11;0,000977573;A32;B35;C4;DR11
3858;32;35;4;12;0,000147668;A32;B35;C4;DR12
3859;32;35;4;13;0,000394362;A32;B35;C4;DR13
3860;32;35;4;14;0,000572074;A32;B35;C4;DR14
3861;32;35;4;16;5,88E-05;A32;B35;C4;DR16
3862;32;35;4;3;9,07E-05;A32;B35;C4;DR3
3863;32;35;4;4;0,002089177;A32;B35;C4;DR4
3864;32;35;4;7;0,000419676;A32;B35;C4;DR7
3865;32;35;5;16;0,000120723;A32;B35;C5;DR16
3866;32;35;5;3;1,34E-05;A32;B35;C5;DR3
3867;32;35;7;1;1,32E-05;A32;B35;C7;DR1
3868;32;37;6;10;4,62E-06;A32;B37;C6;DR10
3869;32;37;6;8;1,94E-05;A32;B37;C6;DR8
3870;32;38;12;10;1,32E-05;A32;B38;C12;DR10
3871;32;38;12;11;7,50E-05;A32;B38;C12;DR11
3872;32;38;12;13;0,000221495;A32;B38;C12;DR13
3873;32;38;12;3;1,60E-05;A32;B38;C12;DR3
3874;32;38;12;4;0,000131606;A32;B38;C12;DR4
3875;32;38;12;8;1,87E-05;A32;B38;C12;DR8
3876;32;38;6;13;1,79E-05;A32;B38;C6;DR13
3877;32;39;12;1;5,24E-05;A32;B39;C12;DR1
3878;32;39;12;11;1,98E-05;A32;B39;C12;DR11
3879;32;39;12;13;3,72E-05;A32;B39;C12;DR13
3880;32;39;12;14;6,58E-07;A32;B39;C12;DR14
3881;32;39;12;15;0,00010856;A32;B39;C12;DR15
3882;32;39;12;16;0,000128096;A32;B39;C12;DR16
3883;32;39;12;3;1,30E-05;A32;B39;C12;DR3
3884;32;39;12;4;2,94E-05;A32;B39;C12;DR4
3885;32;39;12;7;3,44E-05;A32;B39;C12;DR7
3886;32;39;7;11;3,34E-05;A32;B39;C7;DR11
3887;32;39;7;13;0,000142909;A32;B39;C7;DR13
3888;32;39;7;3;4,04E-05;A32;B39;C7;DR3
3889;32;39;7;4;0,000455181;A32;B39;C7;DR4
3890;32;39;7;8;0,000114193;A32;B39;C7;DR8
3891;32;40;14;8;1,03E-05;A32;B40;C14;DR8
3892;32;40;15;1;1,32E-05;A32;B40;C15;DR1
3893;32;40;15;10;1,32E-05;A32;B40;C15;DR10
3894;32;40;15;11;5,03E-05;A32;B40;C15;DR11
3895;32;40;15;13;1,58E-05;A32;B40;C15;DR13
3896;32;40;15;4;7,76E-05;A32;B40;C15;DR4
3897;32;40;2;1;0,000393822;A32;B40;C2;DR1
3898;32;40;2;11;0,000422058;A32;B40;C2;DR11
3899;32;40;2;12;1,14E-05;A32;B40;C2;DR12
3900;32;40;2;13;0,001666861;A32;B40;C2;DR13
3901;32;40;2;14;2,07E-05;A32;B40;C2;DR14
3902;32;40;2;15;0,000700833;A32;B40;C2;DR15
3903;32;40;2;16;0,000342261;A32;B40;C2;DR16
3904;32;40;2;3;9,53E-05;A32;B40;C2;DR3
3905;32;40;2;4;0,000167596;A32;B40;C2;DR4
3906;32;40;2;7;6,07E-05;A32;B40;C2;DR7
3907;32;40;2;8;3,22E-05;A32;B40;C2;DR8
3908;32;40;3;1;0,000128456;A32;B40;C3;DR1
3909;32;40;3;13;2,03E-05;A32;B40;C3;DR13
3910;32;40;3;14;1,28E-05;A32;B40;C3;DR14
3911;32;40;3;15;0,000127526;A32;B40;C3;DR15
3912;32;40;3;16;1,50E-05;A32;B40;C3;DR16
3913;32;40;3;4;0,000124025;A32;B40;C3;DR4
3914;32;40;3;8;0,000155084;A32;B40;C3;DR8
3915;32;40;5;13;5,78E-05;A32;B40;C5;DR13
3916;32;41;17;1;3,70E-06;A32;B41;C17;DR1
3917;32;41;17;11;7,84E-05;A32;B41;C17;DR11
3918;32;41;7;1;1,03E-13;A32;B41;C7;DR1
3919;32;41;7;10;1,32E-05;A32;B41;C7;DR10
3920;32;41;7;11;5,84E-05;A32;B41;C7;DR11
3921;32;42;17;13;2,65E-05;A32;B42;C17;DR13
3922;32;44;1;4;2,64E-05;A32;B44;C1;DR4
3923;32;44;14;4;2,35E-07;A32;B44;C14;DR4
3924;32;44;16;11;2,89E-05;A32;B44;C16;DR11
3925;32;44;16;13;2,05E-05;A32;B44;C16;DR13
3926;32;44;16;15;1,86E-05;A32;B44;C16;DR15
3927;32;44;16;7;0,000125193;A32;B44;C16;DR7
3928;32;44;2;1;0,000244882;A32;B44;C2;DR1
3929;32;44;2;11;3,72E-05;A32;B44;C2;DR11
3930;32;44;2;12;2,63E-05;A32;B44;C2;DR12
3931;32;44;2;13;4,80E-06;A32;B44;C2;DR13
3932;32;44;2;4;1,54E-06;A32;B44;C2;DR4
3933;32;44;3;7;6,89E-05;A32;B44;C3;DR7
3934;32;44;4;13;8,19E-05;A32;B44;C4;DR13
3935;32;44;4;3;1,13E-05;A32;B44;C4;DR3
3936;32;44;4;7;2,40E-05;A32;B44;C4;DR7
3937;32;44;4;8;1,47E-05;A32;B44;C4;DR8
3938;32;44;5;1;5,00E-05;A32;B44;C5;DR1
3939;32;44;5;11;0,000468033;A32;B44;C5;DR11
3940;32;44;5;12;7,96E-05;A32;B44;C5;DR12
3941;32;44;5;13;0,000113162;A32;B44;C5;DR13
3942;32;44;5;14;6,21E-05;A32;B44;C5;DR14
3943;32;44;5;15;2,43E-05;A32;B44;C5;DR15
3944;32;44;5;16;0,000144405;A32;B44;C5;DR16
3945;32;44;5;3;3,79E-05;A32;B44;C5;DR3
3946;32;44;5;4;0,001033011;A32;B44;C5;DR4
3947;32;44;5;7;0,00043837;A32;B44;C5;DR7
3948;32;44;5;8;5,77E-06;A32;B44;C5;DR8
3949;32;44;7;10;1,31E-05;A32;B44;C7;DR10
3950;32;44;7;11;0,000190321;A32;B44;C7;DR11
3951;32;44;7;13;1,21E-05;A32;B44;C7;DR13
3952;32;44;7;8;1,45E-05;A32;B44;C7;DR8
3953;32;45;16;15;1,57E-05;A32;B45;C16;DR15
3954;32;45;6;10;1,32E-05;A32;B45;C6;DR10
3955;32;45;6;8;2,47E-05;A32;B45;C6;DR8
3956;32;47;6;10;1,25E-05;A32;B47;C6;DR10
3957;32;47;7;13;9,31E-05;A32;B47;C7;DR13
3958;32;47;7;16;1,09E-05;A32;B47;C7;DR16
3959;32;47;7;4;0,000104015;A32;B47;C7;DR4
3960;32;49;7;1;0,000182341;A32;B49;C7;DR1
3961;32;49;7;10;2,77E-05;A32;B49;C7;DR10
3962;32;49;7;11;9,48E-05;A32;B49;C7;DR11
3963;32;49;7;13;0,000588836;A32;B49;C7;DR13
3964;32;49;7;15;0,000257894;A32;B49;C7;DR15
3965;32;49;7;4;0,001339975;A32;B49;C7;DR4
3966;32;49;7;7;7,89E-05;A32;B49;C7;DR7
3967;32;50;17;4;1,32E-05;A32;B50;C17;DR4
3968;32;50;2;7;1,32E-05;A32;B50;C2;DR7
3969;32;50;4;4;1,78E-05;A32;B50;C4;DR4
3970;32;50;5;11;2,63E-05;A32;B50;C5;DR11
3971;32;50;5;13;1,35E-05;A32;B50;C5;DR13
3972;32;50;6;1;2,74E-05;A32;B50;C6;DR1
3973;32;50;6;13;4,19E-05;A32;B50;C6;DR13
3974;32;50;6;3;0,000204434;A32;B50;C6;DR3
3975;32;50;6;7;9,38E-10;A32;B50;C6;DR7
3976;32;51;1;10;2,04E-05;A32;B51;C1;DR10
3977;32;51;1;16;2,63E-05;A32;B51;C1;DR16
3978;32;51;1;4;8,49E-05;A32;B51;C1;DR4
3979;32;51;1;7;0,000216687;A32;B51;C1;DR7
3980;32;51;12;1;3,30E-05;A32;B51;C12;DR1
3981;32;51;12;11;4,19E-05;A32;B51;C12;DR11
3982;32;51;12;13;2,61E-05;A32;B51;C12;DR13
3983;32;51;12;14;2,03E-05;A32;B51;C12;DR14
3984;32;51;12;16;0,000599309;A32;B51;C12;DR16
3985;32;51;12;4;4,05E-05;A32;B51;C12;DR4
3986;32;51;12;8;1,06E-05;A32;B51;C12;DR8
3987;32;51;14;1;0,000241455;A32;B51;C14;DR1
3988;32;51;14;13;7,97E-05;A32;B51;C14;DR13
3989;32;51;14;16;2,12E-06;A32;B51;C14;DR16
3990;32;51;14;8;4,16E-05;A32;B51;C14;DR8
3991;32;51;15;1;0,000167964;A32;B51;C15;DR1
3992;32;51;15;11;0,000321911;A32;B51;C15;DR11
3993;32;51;15;12;0,000205862;A32;B51;C15;DR12
3994;32;51;15;13;0,000138269;A32;B51;C15;DR13
3995;32;51;15;15;3,62E-05;A32;B51;C15;DR15
3996;32;51;15;3;3,32E-05;A32;B51;C15;DR3
3997;32;51;15;7;5,84E-05;A32;B51;C15;DR7
3998;32;51;15;9;1,81E-05;A32;B51;C15;DR9
3999;32;51;16;12;9,22E-05;A32;B51;C16;DR12
4000;32;51;16;13;8,84E-05;A32;B51;C16;DR13
4001;32;51;16;7;5,22E-05;A32;B51;C16;DR7
4002;32;51;2;11;5,98E-06;A32;B51;C2;DR11
4003;32;51;2;13;2,36E-05;A32;B51;C2;DR13
4004;32;51;2;16;1,37E-05;A32;B51;C2;DR16
4005;32;51;2;3;1,13E-05;A32;B51;C2;DR3
4006;32;51;3;4;0,00017616;A32;B51;C3;DR4
4007;32;51;7;10;2,09E-05;A32;B51;C7;DR10
4008;32;52;12;15;0,000104861;A32;B52;C12;DR15
4009;32;52;12;7;7,43E-05;A32;B52;C12;DR7
4010;32;52;12;8;1,65E-05;A32;B52;C12;DR8
4011;32;53;4;13;0,000817859;A32;B53;C4;DR13
4012;32;53;4;15;2,38E-05;A32;B53;C4;DR15
4013;32;53;4;3;2,71E-05;A32;B53;C4;DR3
4014;32;53;4;8;2,34E-05;A32;B53;C4;DR8
4015;32;55;1;7;1,32E-05;A32;B55;C1;DR7
4016;32;55;1;9;1,32E-05;A32;B55;C1;DR9
4017;32;55;3;10;1,32E-05;A32;B55;C3;DR10
4018;32;55;3;16;5,17E-05;A32;B55;C3;DR16
4019;32;55;3;4;0,000127975;A32;B55;C3;DR4
4020;32;55;5;14;1,32E-05;A32;B55;C5;DR14
4021;32;56;1;4;9,01E-06;A32;B56;C1;DR4
4022;32;56;1;9;1,01E-05;A32;B56;C1;DR9
4023;32;57;18;13;7,50E-06;A32;B57;C18;DR13
4024;32;57;2;7;2,36E-05;A32;B57;C2;DR7
4025;32;57;6;11;7,93E-05;A32;B57;C6;DR11
4026;32;57;6;14;1,47E-05;A32;B57;C6;DR14
4027;32;57;7;15;5,58E-06;A32;B57;C7;DR15
4028;32;57;7;7;8,25E-05;A32;B57;C7;DR7
4029;32;58;12;13;1,32E-05;A32;B58;C12;DR13
4030;32;58;3;13;1,24E-05;A32;B58;C3;DR13
4031;32;58;3;15;7,96E-06;A32;B58;C3;DR15
4032;32;58;3;7;2,00E-05;A32;B58;C3;DR7
4033;32;58;7;13;6,52E-05;A32;B58;C7;DR13
4034;32;67;12;1;6,71E-06;A32;B67;C12;DR1
4035;32;67;2;1;1,32E-05;A32;B67;C2;DR1
4036;32;7;15;10;1,39E-05;A32;B7;C15;DR10
4037;32;7;15;3;1,81E-05;A32;B7;C15;DR3
4038;32;7;15;7;5,81E-06;A32;B7;C15;DR7
4039;32;7;2;13;3,20E-05;A32;B7;C2;DR13
4040;32;7;2;15;6,85E-06;A32;B7;C2;DR15
4041;32;7;5;12;6,44E-06;A32;B7;C5;DR12
4042;32;7;5;13;2,04E-05;A32;B7;C5;DR13
4043;32;7;7;11;4,67E-05;A32;B7;C7;DR11
4044;32;7;7;12;7,39E-05;A32;B7;C7;DR12
4045;32;7;7;13;7,86E-05;A32;B7;C7;DR13
4046;32;7;7;15;0,000420446;A32;B7;C7;DR15
4047;32;7;7;16;9,97E-07;A32;B7;C7;DR16
4048;32;7;7;4;0,000195611;A32;B7;C7;DR4
4049;32;7;7;9;1,28E-05;A32;B7;C7;DR9
4050;32;73;15;4;1,48E-06;A32;B73;C15;DR4
4051;32;8;1;3;1,33E-05;A32;B8;C1;DR3
4052;32;8;5;14;8,81E-06;A32;B8;C5;DR14
4053;32;8;7;1;1,86E-05;A32;B8;C7;DR1
4054;32;8;7;10;3,02E-05;A32;B8;C7;DR10
4055;32;8;7;15;8,44E-06;A32;B8;C7;DR15
4056;32;8;7;3;0,000575799;A32;B8;C7;DR3
4057;32;8;7;4;1,44E-05;A32;B8;C7;DR4
4058;33;13;2;7;1,32E-05;A33;B13;C2;DR7
4059;33;13;6;1;1,48E-05;A33;B13;C6;DR1
4060;33;13;6;7;5,49E-05;A33;B13;C6;DR7
4061;33;14;15;11;1,32E-05;A33;B14;C15;DR11
4062;33;14;8;1;0,014214858;A33;B14;C8;DR1
4063;33;14;8;10;7,53E-05;A33;B14;C8;DR10
4064;33;14;8;11;0,000613687;A33;B14;C8;DR11
4065;33;14;8;13;0,002245215;A33;B14;C8;DR13
4066;33;14;8;14;0,000231938;A33;B14;C8;DR14
4067;33;14;8;15;0,001022146;A33;B14;C8;DR15
4068;33;14;8;3;0,001624063;A33;B14;C8;DR3
4069;33;14;8;4;0,000461591;A33;B14;C8;DR4
4070;33;14;8;7;0,001885654;A33;B14;C8;DR7
4071;33;14;8;8;0,001099619;A33;B14;C8;DR8
4072;33;15;14;3;1,32E-05;A33;B15;C14;DR3
4073;33;15;14;7;2,69E-05;A33;B15;C14;DR7
4074;33;15;2;13;1,47E-05;A33;B15;C2;DR13
4075;33;15;3;1;3,50E-05;A33;B15;C3;DR1
4076;33;15;3;13;5,83E-06;A33;B15;C3;DR13
4077;33;15;3;3;1,79E-05;A33;B15;C3;DR3
4078;33;15;7;11;5,86E-05;A33;B15;C7;DR11
4079;33;15;7;13;1,81E-05;A33;B15;C7;DR13
4080;33;15;7;15;3,97E-05;A33;B15;C7;DR15
4081;33;15;7;4;4,98E-05;A33;B15;C7;DR4
4082;33;15;8;10;1,30E-05;A33;B15;C8;DR10
4083;33;15;8;11;1,33E-05;A33;B15;C8;DR11
4084;33;15;8;13;4,83E-05;A33;B15;C8;DR13
4085;33;18;12;14;1,34E-05;A33;B18;C12;DR14
4086;33;18;12;16;1,32E-05;A33;B18;C12;DR16
4087;33;18;12;8;3,98E-05;A33;B18;C12;DR8
4088;33;18;3;15;8,74E-06;A33;B18;C3;DR15
4089;33;18;5;11;2,06E-05;A33;B18;C5;DR11
4090;33;18;5;3;2,37E-05;A33;B18;C5;DR3
4091;33;18;5;4;1,69E-05;A33;B18;C5;DR4
4092;33;18;7;11;2,09E-05;A33;B18;C7;DR11
4093;33;18;7;12;3,04E-05;A33;B18;C7;DR12
4094;33;18;7;13;1,56E-05;A33;B18;C7;DR13
4095;33;18;7;4;0,000138674;A33;B18;C7;DR4
4096;33;27;1;1;5,22E-05;A33;B27;C1;DR1
4097;33;27;1;8;1,37E-05;A33;B27;C1;DR8
4098;33;27;15;3;1,32E-05;A33;B27;C15;DR3
4099;33;27;2;11;0,000174206;A33;B27;C2;DR11
4100;33;27;2;7;5,60E-05;A33;B27;C2;DR7
4101;33;35;1;1;2,81E-05;A33;B35;C1;DR1
4102;33;35;12;14;8,51E-05;A33;B35;C12;DR14
4103;33;35;12;7;1,33E-05;A33;B35;C12;DR7
4104;33;35;4;1;0,000144137;A33;B35;C4;DR1
4105;33;35;4;11;0,000131403;A33;B35;C4;DR11
4106;33;35;4;13;0,0004202;A33;B35;C4;DR13
4107;33;35;4;14;2,39E-05;A33;B35;C4;DR14
4108;33;35;4;15;5,27E-05;A33;B35;C4;DR15
4109;33;35;4;3;7,88E-06;A33;B35;C4;DR3
4110;33;35;4;7;1,71E-05;A33;B35;C4;DR7
4111;33;35;4;8;9,41E-06;A33;B35;C4;DR8
4112;33;35;6;1;1,34E-05;A33;B35;C6;DR1
4113;33;35;8;14;1,32E-05;A33;B35;C8;DR14
4114;33;35;8;4;1,32E-05;A33;B35;C8;DR4
4115;33;37;2;11;2,63E-05;A33;B37;C2;DR11
4116;33;37;6;13;1,94E-05;A33;B37;C6;DR13
4117;33;37;6;3;5,80E-06;A33;B37;C6;DR3
4118;33;38;12;12;6,24E-06;A33;B38;C12;DR12
4119;33;38;12;4;5,90E-06;A33;B38;C12;DR4
4120;33;38;12;8;0,000143583;A33;B38;C12;DR8
4121;33;39;12;1;2,74E-05;A33;B39;C12;DR1
4122;33;39;12;11;0,000103312;A33;B39;C12;DR11
4123;33;39;12;15;4,13E-05;A33;B39;C12;DR15
4124;33;39;12;16;0,000216523;A33;B39;C12;DR16
4125;33;39;7;1;1,34E-05;A33;B39;C7;DR1
4126;33;39;7;8;1,63E-05;A33;B39;C7;DR8
4127;33;40;1;4;1,32E-05;A33;B40;C1;DR4
4128;33;40;15;16;6,80E-06;A33;B40;C15;DR16
4129;33;40;2;11;3,05E-06;A33;B40;C2;DR11
4130;33;40;3;13;1,87E-05;A33;B40;C3;DR13
4131;33;40;3;3;1,13E-05;A33;B40;C3;DR3
4132;33;40;3;4;1,40E-05;A33;B40;C3;DR4
4133;33;40;3;9;1,24E-05;A33;B40;C3;DR9
4134;33;40;7;7;1,24E-05;A33;B40;C7;DR7
4135;33;41;17;7;1,64E-05;A33;B41;C17;DR7
4136;33;42;17;13;1,32E-05;A33;B42;C17;DR13
4137;33;42;17;3;2,61E-05;A33;B42;C17;DR3
4138;33;44;16;10;1,57E-05;A33;B44;C16;DR10
4139;33;44;16;15;2,10E-05;A33;B44;C16;DR15
4140;33;44;16;16;3,95E-05;A33;B44;C16;DR16
4141;33;44;16;3;1,67E-05;A33;B44;C16;DR3
4142;33;44;16;7;0,000435023;A33;B44;C16;DR7
4143;33;44;2;1;0,00150521;A33;B44;C2;DR1
4144;33;44;2;10;1,32E-05;A33;B44;C2;DR10
4145;33;44;2;11;1,72E-05;A33;B44;C2;DR11
4146;33;44;2;13;0,000211739;A33;B44;C2;DR13
4147;33;44;2;16;7,98E-06;A33;B44;C2;DR16
4148;33;44;2;3;0,000289783;A33;B44;C2;DR3
4149;33;44;2;4;0,000156298;A33;B44;C2;DR4
4150;33;44;3;16;1,77E-05;A33;B44;C3;DR16
4151;33;44;4;11;1,67E-05;A33;B44;C4;DR11
4152;33;44;4;13;1,27E-07;A33;B44;C4;DR13
4153;33;44;4;7;0,000152784;A33;B44;C4;DR7
4154;33;44;5;1;7,47E-05;A33;B44;C5;DR1
4155;33;44;5;13;4,40E-06;A33;B44;C5;DR13
4156;33;44;5;15;1,16E-06;A33;B44;C5;DR15
4157;33;44;5;4;0,000135156;A33;B44;C5;DR4
4158;33;44;5;7;5,01E-05;A33;B44;C5;DR7
4159;33;44;7;1;2,81E-05;A33;B44;C7;DR1
4160;33;44;7;11;1,35E-05;A33;B44;C7;DR11
4161;33;44;7;7;0,000118224;A33;B44;C7;DR7
4162;33;44;8;4;3,10E-05;A33;B44;C8;DR4
4163;33;44;8;8;3,08E-09;A33;B44;C8;DR8
4164;33;45;16;10;5,12E-05;A33;B45;C16;DR10
4165;33;47;7;13;1,31E-05;A33;B47;C7;DR13
4166;33;49;7;11;7,82E-05;A33;B49;C7;DR11
4167;33;49;7;13;1,47E-05;A33;B49;C7;DR13
4168;33;49;7;4;4,09E-05;A33;B49;C7;DR4
4169;33;49;7;7;0,000416817;A33;B49;C7;DR7
4170;33;49;7;9;1,34E-05;A33;B49;C7;DR9
4171;33;50;2;7;1,32E-05;A33;B50;C2;DR7
4172;33;50;6;12;4,10E-05;A33;B50;C6;DR12
4173;33;50;6;15;2,07E-05;A33;B50;C6;DR15
4174;33;50;6;3;0,000430576;A33;B50;C6;DR3
4175;33;50;6;4;0,000380951;A33;B50;C6;DR4
4176;33;50;6;7;0,000838567;A33;B50;C6;DR7
4177;33;51;14;10;1,58E-05;A33;B51;C14;DR10
4178;33;51;14;13;8,62E-05;A33;B51;C14;DR13
4179;33;51;14;14;7,86E-06;A33;B51;C14;DR14
4180;33;51;14;3;3,14E-05;A33;B51;C14;DR3
4181;33;51;14;7;6,08E-05;A33;B51;C14;DR7
4182;33;51;14;8;1,40E-05;A33;B51;C14;DR8
4183;33;51;15;11;4,39E-05;A33;B51;C15;DR11
4184;33;51;15;12;5,29E-05;A33;B51;C15;DR12
4185;33;51;15;16;6,18E-05;A33;B51;C15;DR16
4186;33;51;15;8;7,75E-05;A33;B51;C15;DR8
4187;33;51;15;9;1,61E-05;A33;B51;C15;DR9
4188;33;51;16;13;3,60E-05;A33;B51;C16;DR13
4189;33;51;16;4;1,70E-05;A33;B51;C16;DR4
4190;33;51;2;1;2,51E-05;A33;B51;C2;DR1
4191;33;51;2;11;6,18E-05;A33;B51;C2;DR11
4192;33;51;2;13;0,000146647;A33;B51;C2;DR13
4193;33;51;2;4;8,74E-06;A33;B51;C2;DR4
4194;33;51;2;7;2,33E-06;A33;B51;C2;DR7
4195;33;51;2;8;3,17E-05;A33;B51;C2;DR8
4196;33;51;5;1;9,91E-06;A33;B51;C5;DR1
4197;33;51;7;11;2,63E-05;A33;B51;C7;DR11
4198;33;51;7;13;2,30E-05;A33;B51;C7;DR13
4199;33;51;7;7;1,35E-05;A33;B51;C7;DR7
4200;33;52;12;1;5,07E-06;A33;B52;C12;DR1
4201;33;52;12;15;0,000145067;A33;B52;C12;DR15
4202;33;52;12;9;1,32E-05;A33;B52;C12;DR9
4203;33;52;15;15;1,32E-05;A33;B52;C15;DR15
4204;33;53;4;1;1,69E-05;A33;B53;C4;DR1
4205;33;53;4;8;4,96E-05;A33;B53;C4;DR8
4206;33;53;6;7;1,32E-05;A33;B53;C6;DR7
4207;33;55;3;1;1,35E-05;A33;B55;C3;DR1
4208;33;55;3;16;1,78E-05;A33;B55;C3;DR16
4209;33;56;1;11;1,32E-05;A33;B56;C1;DR11
4210;33;56;1;8;1,32E-05;A33;B56;C1;DR8
4211;33;57;6;16;5,23E-05;A33;B57;C6;DR16
